date,NUE_baseline,NUE_impacted,STLD_baseline,STLD_impacted,CLF_baseline,CLF_impacted,X_baseline,X_impacted,AA_baseline,AA_impacted,FCX_baseline,FCX_impacted,ATI_baseline,ATI_impacted,CMC_baseline,CMC_impacted,SCCO_baseline,SCCO_impacted,WPM_baseline,WPM_impacted,AEM_baseline,AEM_impacted,NEM_baseline,NEM_impacted,GOLD_baseline,GOLD_impacted,KGC_baseline,KGC_impacted,MP_baseline,MP_impacted,CENX_baseline,CENX_impacted,HL_baseline,HL_impacted,PAAS_baseline,PAAS_impacted,AGI_baseline,AGI_impacted,CRUS_baseline,CRUS_impacted
2026-05-01,193.108,157.015,209.4568,170.308,10.726,8.7212,101.5228,82.5475,66.0239,53.6836,70.2017,57.0806,189.8889,154.3975,83.1975,67.6474,231.3617,188.1188,177.9438,144.685,271.8426,221.0335,148.3873,120.6528,67.2406,54.673,40.8276,33.1967,66.3131,53.9188,62.2349,50.6028,31.0949,25.2831,78.4062,63.7516,55.8434,45.4059,150.6817,122.5183
2026-05-02,193.3047,157.2717,209.6992,170.6101,10.7271,8.7275,101.545,82.6165,66.1077,53.7849,70.2905,57.188,190.3804,154.8924,83.2941,67.7676,231.8337,188.6187,178.3784,145.1277,272.5319,221.7305,148.8067,121.0683,67.3712,54.8128,40.9457,33.3132,66.4872,54.0936,62.3861,50.757,31.2115,25.3935,78.6248,63.9687,55.9687,45.5359,150.8092,122.6975
2026-05-03,193.5016,157.5256,209.9419,170.9093,10.7282,8.7336,101.5673,82.6838,66.1917,53.8853,70.3794,57.2944,190.8731,155.3858,83.3907,67.8866,232.3067,189.116,178.814,145.5687,273.2229,222.425,149.2273,121.4828,67.5019,54.9519,41.0641,33.4294,66.6617,54.2679,62.5376,50.9106,31.3284,25.5038,78.8441,64.1853,56.0943,45.6652,150.9368,122.8745
2026-05-04,193.6987,157.7768,210.1849,171.2056,10.7293,8.7395,101.5895,82.7495,66.2757,53.9847,70.4683,57.3998,191.3671,155.8776,83.4875,68.0045,232.7806,189.6109,179.2507,146.0082,273.9157,223.1174,149.649,121.8962,67.6329,55.0902,41.1829,33.5454,66.8367,54.4417,62.6896,51.0637,31.4459,25.6142,79.0639,64.4013,56.2202,45.7941,151.0645,123.0492
2026-05-05,193.8959,158.0253,210.4281,171.4991,10.7304,8.7453,101.6118,82.8137,66.3598,54.0833,70.5574,57.5044,191.8624,156.368,83.5843,68.1213,233.2555,190.1034,179.6885,146.4462,274.6102,223.8075,150.072,122.3088,67.7642,55.2279,41.302,33.6612,67.0121,54.6149,62.8419,51.2162,31.5637,25.7245,79.2844,64.6169,56.3464,45.9224,151.1923,123.2218
2026-05-06,194.0934,158.2713,210.6716,171.7899,10.7315,8.7509,101.634,82.8763,66.4441,54.1811,70.6467,57.608,192.359,156.857,83.6813,68.237,233.7314,190.5937,180.1273,146.8828,275.3066,224.4957,150.4961,122.7204,67.8957,55.3648,41.4215,33.7767,67.188,54.7878,62.9946,51.3682,31.6821,25.8348,79.5055,64.8319,56.4729,46.0502,151.3202,123.3924
2026-05-07,194.2911,158.5149,210.9154,172.0781,10.7326,8.7563,101.6563,82.9376,66.5284,54.2781,70.736,57.7109,192.8568,157.3447,83.7784,68.3517,234.2083,191.0819,180.5672,147.3181,276.0046,225.182,150.9215,123.1312,68.0275,55.5011,41.5413,33.892,67.3644,54.9601,63.1476,51.5198,31.8008,25.9451,79.7272,65.0465,56.5996,46.1775,151.4482,123.561
2026-05-08,194.489,158.7561,211.1595,172.3638,10.7337,8.7616,101.6785,82.9974,66.6129,54.3743,70.8254,57.8129,193.356,157.8313,83.8756,68.4654,234.6861,191.5679,181.0081,147.7521,276.7045,225.8664,151.348,123.5413,68.1596,55.6368,41.6615,34.0072,67.5412,55.1321,63.3011,51.6709,31.92,26.0555,79.9495,65.2606,56.7267,46.3044,151.5764,123.7277
2026-05-09,194.687,158.995,211.4039,172.6471,10.7348,8.7668,101.7008,83.056,66.6975,54.4698,70.915,57.9141,193.8564,158.3166,83.9729,68.5781,235.1649,192.052,181.4502,148.1849,277.4061,226.5491,151.7758,123.9507,68.2919,55.7719,41.782,34.1221,67.7185,55.3037,63.4549,51.8216,32.0397,26.1658,80.1725,65.4744,56.854,46.4309,151.7046,123.8926
2026-05-10,194.8853,159.2317,211.6486,172.9281,10.7359,8.7718,101.7231,83.1132,66.7821,54.5645,71.0047,58.0146,194.3582,158.8009,84.0704,68.69,235.6447,192.5342,181.8933,148.6165,278.1095,227.2303,152.2047,124.3594,68.4244,55.9064,41.9029,34.2369,67.8963,55.4749,63.609,51.972,32.1598,26.2762,80.396,65.6878,56.9816,46.557,151.833,124.0556
2026-05-11,195.0838,159.4662,211.8935,173.2069,10.737,8.7767,101.7454,83.1691,66.8669,54.6586,71.0944,58.1143,194.8612,159.2842,84.1679,68.8009,236.1254,193.0146,182.3375,149.0471,278.8147,227.9099,152.6349,124.7675,68.5572,56.0403,42.0241,34.3515,68.0745,55.6458,63.7636,52.1219,32.2803,26.3867,80.6202,65.9009,57.1095,46.6827,151.9615,124.217
2026-05-12,195.2825,159.6987,212.1388,173.4835,10.7381,8.7815,101.7677,83.2239,66.9518,54.752,71.1843,58.2133,195.3655,159.7666,84.2656,68.911,236.6072,193.4933,182.7828,149.4767,279.5217,228.5881,153.0663,125.175,68.6903,56.1737,42.1456,34.466,68.2532,55.8163,63.9185,52.2715,32.4013,26.4972,80.845,66.1137,57.2376,46.808,152.09,124.3767
2026-05-13,195.4814,159.9292,212.3843,173.758,10.7392,8.7861,101.79,83.2774,67.0368,54.8448,71.2743,58.3117,195.8712,160.2481,84.3633,69.0202,237.0899,193.9704,183.2292,149.9053,280.2304,229.265,153.4989,125.5821,68.8236,56.3067,42.2676,34.5804,68.4324,55.9866,64.0738,52.4207,32.5228,26.6079,81.0705,66.3262,57.3661,46.9329,152.2187,124.5347
2026-05-14,195.6805,160.1578,212.6301,174.0304,10.7404,8.7906,101.8123,83.3299,67.1219,54.937,71.3645,58.4094,196.3781,160.7288,84.4612,69.1286,237.5736,194.4458,183.6767,150.3331,280.941,229.9406,153.9328,125.9887,68.9572,56.4391,42.3898,34.6946,68.6121,56.1566,64.2295,52.5696,32.6447,26.7186,81.2965,66.5384,57.4949,47.0576,152.3475,124.6912
2026-05-15,195.8797,160.3845,212.8761,174.301,10.7415,8.795,101.8346,83.3812,67.2071,55.0285,71.4547,58.5064,196.8864,161.2087,84.5592,69.2363,238.0583,194.9198,184.1252,150.76,281.6534,230.6151,154.3678,126.3949,69.091,56.5711,42.5124,34.8088,68.7922,56.3264,64.3855,52.7182,32.767,26.8293,81.5232,66.7505,57.6239,47.1819,152.4764,124.8462
2026-05-16,196.0792,160.6094,213.1225,174.5696,10.7426,8.7993,101.8569,83.4314,67.2924,55.1195,71.545,58.6029,197.3959,161.6879,84.6573,69.3432,238.5439,195.3924,184.5749,151.1861,282.3675,231.2885,154.8041,126.8008,69.2251,56.7026,42.6354,34.9229,68.9727,56.4959,64.5419,52.8666,32.8899,26.9402,81.7506,66.9623,57.7532,47.3059,152.6054,124.9998
2026-05-17,196.2789,160.8326,213.3692,174.8365,10.7437,8.8035,101.8792,83.4806,67.3778,55.21,71.6355,58.6987,197.9068,162.1665,84.7556,69.4494,239.0306,195.8637,185.0257,151.6116,283.0835,231.961,155.2416,127.2063,69.3595,56.8337,42.7587,35.0369,69.1538,56.6652,64.6988,53.0147,33.0132,27.0513,81.9785,67.1739,57.8828,47.4297,152.7346,125.152
2026-05-18,196.4788,161.0541,213.6161,175.1016,10.7448,8.8075,101.9015,83.5289,67.4634,55.2999,71.7261,58.794,198.4191,162.6445,84.8539,69.5549,239.5183,196.3336,185.4775,152.0363,283.8013,232.6326,155.6804,127.6116,69.4941,56.9645,42.8824,35.1508,69.3353,56.8343,64.8559,53.1626,33.1369,27.1624,82.2071,67.3854,58.0128,47.5532,152.8638,125.3028
2026-05-19,196.6789,161.274,213.8633,175.365,10.7459,8.8115,101.9238,83.5761,67.549,55.3893,71.8168,58.8888,198.9326,163.122,84.9524,69.6598,240.0069,196.8024,185.9305,152.4605,284.5209,233.3033,156.1204,128.0166,69.629,57.0948,43.0065,35.2647,69.5173,57.0033,65.0135,53.3102,33.2611,27.2737,82.4364,67.5967,58.143,47.6764,152.9931,125.4523
2026-05-20,196.8793,161.4924,214.1108,175.6268,10.747,8.8153,101.9461,83.6225,67.6348,55.4782,71.9076,58.983,199.4475,163.599,85.0509,69.764,240.4966,197.27,186.3846,152.884,285.2424,233.9732,156.5616,128.4214,69.7641,57.2248,43.1309,35.3786,69.6998,57.1721,65.1715,53.4576,33.3858,27.3851,82.6663,67.8079,58.2735,47.7995,153.1226,125.6005
2026-05-21,197.0798,161.7093,214.3586,175.887,10.7481,8.8191,101.9685,83.6679,67.7206,55.5666,71.9985,59.0767,199.9637,164.0756,85.1496,69.8676,240.9872,197.7365,186.8397,153.307,285.9657,234.6425,157.0041,128.8261,69.8996,57.3545,43.2556,35.4924,69.8828,57.3407,65.3298,53.6049,33.5109,27.4966,82.8968,68.019,58.4042,47.9223,153.2521,125.7475
2026-05-22,197.2805,161.9247,214.6067,176.1458,10.7492,8.8228,101.9908,83.7124,67.8066,55.6546,72.0896,59.17,200.4812,164.5518,85.2484,69.9705,241.4789,198.202,187.296,153.7296,286.6908,235.3112,157.4479,129.2307,70.0352,57.4838,43.3808,35.6062,70.0662,57.5093,65.4885,53.752,33.6365,27.6083,83.1279,68.2301,58.5353,48.0449,153.3818,125.8933
