id,date,X_baseline,X_impacted,NUE_baseline,NUE_impacted,STLD_baseline,STLD_impacted,CLF_baseline,CLF_impacted,AA_baseline,AA_impacted,ATI_baseline,ATI_impacted,RS_baseline,RS_impacted,CMC_baseline,CMC_impacted,KALU_baseline,KALU_impacted,CENX_baseline,CENX_impacted,IIIN_baseline,IIIN_impacted,GBX_baseline,GBX_impacted,TRN_baseline,TRN_impacted,HAYN_baseline,HAYN_impacted,ZEUS_baseline,ZEUS_impacted,MDU_baseline,MDU_impacted,MLM_baseline,MLM_impacted,VMC_baseline,VMC_impacted,ASTE_baseline,ASTE_impacted,CSTM_baseline,CSTM_impacted
1,2026-02-22,100.0219,99.0573,180.1933,178.4555,193.6138,191.7465,10.6511,10.5484,60.5668,59.9827,159.2812,157.745,319.134,316.0561,76.8891,76.1476,129.2207,127.9745,52.7679,52.259,38.1234,37.7557,58.8379,58.2704,34.9686,34.6313,100.0219,99.0573,47.9075,47.4455,20.2371,20.0419,686.4326,679.8124,305.418,302.4724,58.8089,58.2418,25.4983,25.2524
2,2026-02-23,100.0438,98.1141,180.3768,176.8976,193.8379,190.099,10.6522,10.4467,60.6437,59.4739,159.6934,156.6131,319.258,313.0999,76.9783,75.4935,129.4218,126.9254,52.8961,51.8758,38.1669,37.4307,58.8258,57.6911,34.9672,34.2927,100.0438,98.1141,47.9551,47.0301,20.2442,19.8537,686.9256,673.6756,305.5461,299.6525,58.898,57.7619,25.5568,25.0638
3,2026-02-24,100.0657,97.1705,180.5605,175.3364,194.0622,188.4474,10.6533,10.3451,60.7207,58.9638,160.1067,155.4743,319.3821,310.1413,77.0676,74.8378,129.6232,125.8727,53.0246,51.4904,38.2104,37.1049,58.8137,57.112,34.9658,33.9541,100.0657,97.1705,48.0027,46.6138,20.2513,19.6654,687.4189,667.5297,305.6742,296.8301,58.9872,57.2805,25.6153,24.8742
4,2026-02-25,100.0876,96.2265,180.7444,173.7718,194.2868,186.7917,10.6544,10.2434,60.7978,58.4523,160.5211,154.3286,319.5062,307.1804,77.1571,74.1805,129.8248,124.8165,53.1534,51.1029,38.254,36.7782,58.8016,56.5332,34.9644,33.6155,100.0876,96.2265,48.0503,46.1966,20.2584,19.4769,687.9126,661.3746,305.8024,294.0053,59.0766,56.7975,25.6741,24.6836
5,2026-02-26,100.1096,95.2821,180.9285,172.2038,194.5117,185.1319,10.6555,10.1417,60.8749,57.9394,160.9366,153.1759,319.6303,304.2171,77.2466,73.5216,130.0268,123.7567,53.2826,50.7132,38.2976,36.4508,58.7895,55.9546,34.963,33.277,100.1096,95.2821,48.098,45.7786,20.2655,19.2883,688.4067,655.2103,305.9306,291.178,59.166,56.3129,25.7329,24.492
6,2026-02-27,100.1315,94.3373,181.1128,170.6324,194.7368,183.4681,10.6566,10.0399,60.9522,57.4251,161.3531,152.0162,319.7545,301.2515,77.3362,72.861,130.2291,122.6932,53.412,50.3213,38.3413,36.1226,58.7774,55.3762,34.9616,32.9385,100.1315,94.3373,48.1457,45.3597,20.2726,19.0995,688.9011,649.0368,306.0589,288.3484,59.2556,55.8267,25.7919,24.2994
7,2026-02-28,100.1534,93.392,181.2972,169.0577,194.9621,181.8001,10.6577,9.9382,61.0296,56.9094,161.7707,150.8494,319.8788,298.2835,77.4259,72.1989,130.4317,121.6262,53.5418,49.9272,38.385,35.7936,58.7653,54.798,34.9602,32.6,100.1534,93.392,48.1935,44.94,20.2797,18.9106,689.3958,642.8542,306.1872,285.5163,59.3454,55.3389,25.851,24.1058
8,2026-03-01,100.1754,92.4463,181.4819,167.4796,195.1878,180.128,10.6588,9.8364,61.1071,56.3923,162.1894,149.6757,320.0031,295.3132,77.5158,71.535,130.6347,120.5555,53.6719,49.5308,38.4287,35.4638,58.7533,54.2201,34.9588,32.2615,100.1754,92.4463,48.2414,44.5193,20.2868,18.7216,689.8909,636.6623,306.3156,282.6818,59.4353,54.8495,25.9103,23.9111
9,2026-03-02,100.1973,91.5002,181.6667,165.8981,195.4137,178.4518,10.6599,9.7346,61.1846,55.8738,162.6092,148.4948,320.1274,292.3405,77.6057,70.8696,130.8379,119.4812,53.8023,49.1323,38.4725,35.1331,58.7412,53.6425,34.9574,31.9231,100.1973,91.5002,48.2893,44.0978,20.294,18.5325,690.3864,630.4611,306.444,279.8448,59.5253,54.3585,25.9697,23.7155
10,2026-03-03,100.2193,90.5537,181.8517,164.3132,195.6398,176.7715,10.661,9.6328,61.2623,55.3539,163.03,147.3068,320.2518,289.3655,77.6958,70.2025,131.0415,118.4033,53.933,48.7315,38.5164,34.8017,58.7291,53.065,34.956,31.5847,100.2193,90.5537,48.3372,43.6754,20.3011,18.3432,690.8822,624.2508,306.5725,277.0055,59.6155,53.8659,26.0292,23.5188
11,2026-03-04,100.2412,89.6068,182.0369,162.7249,195.8662,175.0871,10.6621,9.531,61.3401,54.8326,163.452,146.1116,320.3763,286.3881,77.7859,69.5337,131.2454,117.3218,54.0641,48.3285,38.5603,34.4695,58.717,52.4878,34.9546,31.2463,100.2412,89.6068,48.3852,43.2521,20.3082,18.1537,691.3784,618.0312,306.7011,274.1637,59.7057,53.3717,26.0888,23.3211
12,2026-03-05,100.2632,88.6594,182.2223,161.1332,196.0929,173.3985,10.6632,9.4291,61.418,54.3099,163.875,144.9093,320.5008,283.4083,77.8762,68.8633,131.4496,116.2365,54.1954,47.9232,38.6043,34.1365,58.7049,51.9108,34.9532,30.9079,100.2632,88.6594,48.4332,42.8279,20.3153,17.9642,691.8749,611.8023,306.8297,271.3194,59.7962,52.8758,26.1486,23.1224
13,2026-03-06,100.2851,87.7117,182.4079,159.5381,196.3199,171.7058,10.6643,9.3272,61.4959,53.7857,164.2992,143.6998,320.6253,280.4262,77.9665,68.1913,131.6541,115.1477,54.3271,47.5157,38.6483,33.8027,58.6929,51.3341,34.9518,30.5696,100.2851,87.7117,48.4813,42.4028,20.3225,17.7745,692.3718,605.5642,306.9583,268.4728,59.8867,52.3783,26.2086,22.9226
14,2026-03-07,100.3071,86.7635,182.5937,157.9396,196.5471,170.009,10.6654,9.2253,61.574,53.2602,164.7244,142.483,320.7499,277.4418,78.057,67.5176,131.8589,114.0551,54.4591,47.1059,38.6924,33.4681,58.6808,50.7576,34.9504,30.2313,100.3071,86.7635,48.5294,41.9769,20.3296,17.5847,692.8691,599.3168,307.087,265.6237,59.9774,51.8792,26.2687,22.7218
15,2026-03-08,100.3291,85.8149,182.7797,156.3377,196.7745,168.3079,10.6665,9.1234,61.6522,52.7332,165.1507,141.259,320.8746,274.4549,78.1476,66.8423,132.0641,112.9589,54.5914,46.6939,38.7365,33.1326,58.6687,50.1814,34.949,29.893,100.3291,85.8149,48.5776,41.5501,20.3367,17.3947,693.3667,593.0601,307.2158,262.7721,60.0683,51.3784,26.3289,22.52
16,2026-03-09,100.3511,86.0003,182.9658,156.8006,197.0023,168.8297,10.6676,9.142,61.7304,52.9026,165.5782,141.8995,320.9993,275.0944,78.2382,67.0497,132.2695,113.3542,54.724,46.8982,38.7807,33.2348,58.6567,50.2684,34.9476,29.9498,100.3511,86.0003,48.6258,41.672,20.3439,17.4346,693.8646,594.6378,307.3446,263.3925,60.1593,51.5561,26.3892,22.6154
17,2026-03-10,100.373,86.1802,183.1522,157.2543,197.2303,169.3418,10.6687,9.1601,61.8088,53.069,166.0067,142.5333,321.124,275.7169,78.329,67.2532,132.4753,113.7433,54.857,47.1002,38.8249,33.335,58.6446,50.3522,34.9462,30.0048,100.373,86.1802,48.6741,41.7915,20.351,17.4734,694.3629,596.1797,307.4735,263.9966,60.2504,51.7309,26.4497,22.7097
18,2026-03-11,100.395,86.355,183.3387,157.6992,197.4585,169.8444,10.6698,9.1776,61.8873,53.2325,166.4364,143.1606,321.2488,276.3229,78.4199,67.4531,132.6815,114.1263,54.9903,47.3,38.8691,33.4334,58.6325,50.4329,34.9448,30.0578,100.395,86.355,48.7224,41.9087,20.3581,17.5111,694.8616,597.6869,307.6024,264.585,60.3416,51.903,26.5103,22.8029
19,2026-03-12,100.417,86.5248,183.5254,158.1355,197.687,170.3379,10.6709,9.1946,61.9658,53.3931,166.8671,143.7818,321.3736,276.913,78.5109,67.6492,132.8879,114.5034,55.1239,47.4977,38.9135,33.53,58.6205,50.5106,34.9434,30.1091,100.417,86.5248,48.7707,42.0235,20.3653,17.5478,695.3606,599.1605,307.7314,265.1581,60.433,52.0724,26.5711,22.8951
20,2026-03-13,100.439,86.6896,183.7123,158.5634,197.9158,170.8226,10.672,9.211,62.0445,53.551,167.299,144.397,321.4985,277.4876,78.602,67.8419,133.0946,114.8749,55.2578,47.6934,38.9578,33.6248,58.6084,50.5853,34.942,30.1586,100.439,86.6896,48.8191,42.1362,20.3724,17.5836,695.86,600.6017,307.8604,265.7165,60.5246,52.2392,26.632,22.9863
21,2026-03-14,100.461,86.8498,183.8994,158.9833,198.1449,171.2987,10.6731,9.227,62.1233,53.7063,167.732,145.0064,321.6234,278.0474,78.6932,68.0312,133.3017,115.241,55.392,47.8871,39.0022,33.7179,58.5964,50.6573,34.9405,30.2065,100.461,86.8498,48.8676,42.2466,20.3796,17.6184,696.3598,602.0116,307.9895,266.2607,60.6162,52.4035,26.693,23.0765
22,2026-03-15,100.483,87.0054,184.0867,159.3954,198.3742,171.7665,10.6742,9.2425,62.2021,53.859,168.1661,145.6102,321.7484,278.5927,78.7845,68.2172,133.5091,115.6017,55.5266,48.0789,39.0467,33.8094,58.5843,50.7265,34.9391,30.2528,100.483,87.0054,48.9161,42.3551,20.3867,17.6523,696.8599,603.391,308.1187,266.7911,60.708,52.5653,26.7542,23.1657
23,2026-03-16,100.505,87.1565,184.2742,159.8,198.6038,172.2264,10.6753,9.2574,62.2811,54.0093,168.6014,146.2087,321.8735,279.1241,78.8759,68.4001,133.7168,115.9573,55.6615,48.2689,39.0912,33.8994,58.5723,50.793,34.9377,30.2975,100.505,87.1565,48.9647,42.4615,20.3939,17.6853,697.3604,604.741,308.2479,267.3082,60.8,52.7249,26.8156,23.2541
